arbruijn/d2x-xl	DIVERGE	997	568	ch=1201
ARPA-SIMC/arkimet	DIVERGE	1089	581	ch=1280
cybergarage/uecho	DIVERGE	795	520	ch=985
artyom-poptsov/metabash	DIVERGE	802	536	ch=976
darkbitsorg/guichan	DIVERGE	915	508	ch=1083
energicryptocurrency/gen2-energihash	DIVERGE	803	518	ch=985
gpg/libassuan	DIVERGE	1009	560	ch=1181
hyperrealm/cbase	DIVERGE	852	518	ch=1028
containers/oci-umount	DIVERGE	1057	555	ch=1228
fblomqvi/librs	DIVERGE	1447	696	ch=1793
Elzair/nazghul	DIVERGE	842	526	ch=1030
anyone-protocol/ator-protocol	DIVERGE	27190	1113	ch=27315
bbc/bbcat-dsp	DIVERGE	1046	550	ch=1216
bbc/vc2hqdecode	DIVERGE	1043	536	ch=1215
hadfl/lxadm	DIVERGE	871	547	ch=1066
hharte/tn5250	DIVERGE	707	517	ch=988
CNGLDLab/LORG-Release	DIVERGE	868	519	ch=1045
adsr/flow-tools	DIVERGE	844	520	ch=1022
astromatic/skymaker	DIVERGE	1001	538	ch=1155
GENI-NSF/geni-tools	DIVERGE	908	604	ch=1168
acoin-project/acoin	DIVERGE	1067	643	ch=1292
hpc/Parallel-coreutils	DIVERGE	1627	580	ch=1861
alekstorm/tala	DIVERGE	815	518	ch=999
gphoto/libgphoto2-python	DIVERGE	1100	702	ch=1450
glipari/rtscan	DIVERGE	858	521	ch=1035
hroptatyr/echse	DIVERGE	889	443	ch=1026
andriymoroz/IES	DIVERGE	878	521	ch=1059
dpc/xmppconsole	DIVERGE	995	496	ch=1171
bdonlan/libofx	DIVERGE	862	555	ch=1123
cdevelop/libquickmail	DIVERGE	1550	754	ch=1920
eklitzke/spv	DIVERGE	809	525	ch=994
BitzenyCoreDevelopers/cpuminer	DIVERGE	1327	578	ch=1529
bk138/wxservdisc	DIVERGE	960	519	ch=1137
baxter104/fatx	DIVERGE	1804	804	ch=2184
dangerousben/jsonval	DIVERGE	826	506	ch=1002
alexlarsson/Glick2	DIVERGE	1076	629	ch=1281
FredericJacobs/obfsproxy-c	DIVERGE	1760	709	ch=2111
emscripten-ports/libpng	DIVERGE	2398	1043	ch=2807
cybergarage/uhttp-cc	DIVERGE	795	519	ch=984
5GenCrypto/mife	DIVERGE	787	519	ch=970
ampledata/ldsped	DIVERGE	709	540	ch=981
genebean/uptimed	DIVERGE	736	530	ch=974
Distrotech/tar	DIVERGE	1745	544	ch=1955
BirolLab/ChopStitch	DIVERGE	1153	551	ch=1360
fbx/foils_hid	DIVERGE	853	495	ch=1014
couchbaselabs/breakpad	DIVERGE	8046	1289	ch=8945
Distrotech/libsecret	DIVERGE	929	556	ch=1119
DavidGriffith/hf	DIVERGE	784	526	ch=970
commandus/proto-sql	DIVERGE	771	550	ch=1043
ecerulm/autotools-template	DIVERGE	1389	677	ch=1730
GenABEL-Project/ProbABEL	DIVERGE	789	518	ch=971
carboncointrust/CarboncoinCore	DIVERGE	1067	643	ch=1292
Bader-Research/snap-graph	DIVERGE	884	545	ch=1093
cooljeanius/libUnixToOSX	DIVERGE	4066	2185	ch=3469
audionuma/libtruepeak	DIVERGE	895	508	ch=1095
bigmc/bigmc	DIVERGE	910	509	ch=1081
AmkG/hl	DIVERGE	799	522	ch=981
codecryptanalysis/mccl	DIVERGE	1848	906	ch=2364
5nord/bison-example	DIVERGE	866	500	ch=1032
bpeel/prevodb	DIVERGE	837	519	ch=1022
CAIDA/libparsebgp	DIVERGE	883	528	ch=1057
habanero-rice/habanero-upc	DIVERGE	841	592	ch=1099
alaskacommunications/akcom-udpecho	DIVERGE	2296	846	ch=2670
djandruczyk/eXtace	DIVERGE	815	523	ch=1004
HansWessels/gup	DIVERGE	959	637	ch=1038
Distrotech/esound	DIVERGE	1461	807	ch=1900
6WIND/quagga	DIVERGE	919	523	ch=1100
Distrotech/pulseaudio	DIVERGE	1195	600	ch=1425
freeipa/bind-dyndb-ldap	DIVERGE	898	515	ch=1077
bgpsecurity/rpstir	DIVERGE	7434	2618	ch=8832
endlessm/eos-knowledge-lib	DIVERGE	2857	1128	ch=3469
antonblanchard/kexec-lite	DIVERGE	854	488	ch=1012
fourmond/dvdcopy	DIVERGE	869	520	ch=1059
frank-zago/xgalaga-sdl	DIVERGE	962	889	ch=1517
hermet/enventor	DIVERGE	985	519	ch=1158
edrosten/tag	DIVERGE	744	591	ch=1083
coin-or-tools/ThirdParty-ASL	DIVERGE	1377	858	ch=1961
cosimoc/gnome-example-search-provider	DIVERGE	871	517	ch=1046
Alpacius/a6	DIVERGE	1438	686	ch=1794
asciinema/libtsm	DIVERGE	2254	924	ch=2730
filosganga/libwurfl	DIVERGE	768	518	ch=1002
barak/djview4	DIVERGE	900	527	ch=1083
ARVE-Research/LPJ-LMfire	DIVERGE	824	521	ch=1001
arjunchitturi/htmlstreamparser	DIVERGE	738	518	ch=980
iem-projects/ncview	DIVERGE	787	517	ch=1044
antonblanchard/qtrace-tools	DIVERGE	2714	826	ch=3174
BrianGladman/mpfr	DIVERGE	984	600	ch=1204
AltSysrq/libbsd-minimal	DIVERGE	862	526	ch=1036
ederc/gb	DIVERGE	1134	568	ch=1334
hkerem/squid3-ssl	DIVERGE	882	559	ch=1091
DrMcCoy/NWNTools	DIVERGE	906	547	ch=1105
b4n/ctpl	DIVERGE	897	522	ch=1075
hafslund/cc2531-sniffer	DIVERGE	892	476	ch=1046
Distrotech/libart	DIVERGE	1093	924	ch=1687
Distrotech/gzip	DIVERGE	2182	800	ch=2490
dsigma/dfu-util	DIVERGE	797	519	ch=982
gmarcais/Quorum	DIVERGE	1665	813	ch=2074
FauxFaux/fastjar	DIVERGE	1691	744	ch=2025
fredrikwidlund/libdynamic_benchmark	DIVERGE	1044	513	ch=1211
grant-h/usbutils-portable	DIVERGE	1324	643	ch=1543
andygrundman/libmediascan	DIVERGE	830	531	ch=1009
ColumPaget/gngeo-cjp	DIVERGE	898	520	ch=1080
claesenm/approxsvm	DIVERGE	1176	657	ch=1517
Dale-M/mcron	DIVERGE	2209	1025	ch=2768
eeight/tdheap	DIVERGE	1183	606	ch=1341
Distrotech/findutils	DIVERGE	1795	547	ch=2032
cschwan/hep-ga	DIVERGE	813	522	ch=1001
b/ION	DIVERGE	5077	1576	ch=6075
binhqnguyen/ovs-srv6	DIVERGE	4672	1697	ch=5617
benegon/ntp	DIVERGE	951	529	ch=1072
chabbimilind/cctlib	DIVERGE	780	544	ch=980
albertok/web-polygraph	DIVERGE	980	542	ch=1204
common-tools-interface/cti	DIVERGE	1003	546	ch=1187
abihf/kamus	DIVERGE	884	513	ch=1059
ChrisVine/guile-a-sync	DIVERGE	917	521	ch=1082
ajnelson/photorec-testdisk	DIVERGE	915	551	ch=1088
bytedeco/helloworld	DIVERGE	1007	531	ch=1190
hroptatyr/truffle	DIVERGE	882	454	ch=1030
Harvard-PRINCESS/sablevm	DIVERGE	751	609	ch=1010
hillstoneUnited/hillstoneUnited	DIVERGE	800	517	ch=983
GridOPTICS/FNCS	DIVERGE	1245	735	ch=1696
deskull-m/bakabakaband	DIVERGE	860	523	ch=1047
gitGNU/gnu_ld	DIVERGE	3737	1768	ch=4247
frobnitzem/libdag	DIVERGE	869	505	ch=1068
gvz/avrdude	DIVERGE	2844	648	ch=3056
fhcrc/mcl	DIVERGE	703	524	ch=959
ederlf/horse	DIVERGE	1951	942	ch=2521
FundacionPesetacoin/PesetacoinCore	DIVERGE	1069	636	ch=1287
frugalware/pacman-g2	DIVERGE	920	534	ch=1102
ajnelson/regxml_extractor	DIVERGE	782	520	ch=966
Elive/engage	DIVERGE	943	530	ch=1121
ederc/gbla	DIVERGE	1638	751	ch=2025
BUILDS-/Derpnet	DIVERGE	894	477	ch=1109
CESNET/libfastbit	DIVERGE	942	603	ch=1161
CoryXie/GRUB2	DIVERGE	25313	850	ch=25389
crdroidandroid/android_hardware_qcom_display	DIVERGE	853	518	ch=1027
bambulab/gmp	DIVERGE	1534	738	ch=1728
huceke/xine-lib-vaapi	DIVERGE	1200	606	ch=1358
briansorahan/libchuck	DIVERGE	817	517	ch=1024
autch/demucc	DIVERGE	809	488	ch=971
Distrotech/psmisc	DIVERGE	847	518	ch=1029
adjacentlink/emane-jammer-simple	DIVERGE	705	486	ch=827
huttmf/complexlib	DIVERGE	1295	681	ch=1628
aalex/oscsend	DIVERGE	962	567	ch=1155
01micko/pup-volume-monitor	DIVERGE	842	518	ch=1018
ahlstromcj/midicvt	DIVERGE	1065	582	ch=1215
hb/claws_mail_opensync_plugin	DIVERGE	809	518	ch=993
haozhangphd/QuantLib-noBoost-SWIG	DIVERGE	799	523	ch=980
h0tw1r3/libuuid-mingw	DIVERGE	1067	552	ch=1275
gpac-buildbot/avcap	DIVERGE	829	517	ch=1052
gooroom/gtk3	DIVERGE	1275	589	ch=1450
GalliumOS/lxdm	DIVERGE	824	531	ch=1005
GrumpyOldTroll/libmcrx	DIVERGE	1692	772	ch=2066
feeblefakie/luxio	DIVERGE	657	529	ch=938
glebius/minidlna	DIVERGE	1190	604	ch=1412
gnosis/libunistring	DIVERGE	879	521	ch=1054
graemes/poolparty-x16r	DIVERGE	1985	680	ch=2223
frida/xz	DIVERGE	1120	575	ch=1317
dwest/grip	DIVERGE	492	507	ch=849
GREO/gnuradio-git	DIVERGE	1397	524	ch=1551
farsightsec/axa	DIVERGE	3331	1006	ch=3927
experiencecoin/experiencecoin_legacy	DIVERGE	1069	636	ch=1287
Distrotech/libwnck	DIVERGE	947	525	ch=1170
FabricAttachedMemory/libfam-atomic	DIVERGE	1120	584	ch=1284
emanueleaina/desktop-notifications-browser-extension	DIVERGE	846	523	ch=1029
Distrotech/libtool	DIVERGE	2929	1543	ch=3612
CESARBR/knot-service-source	DIVERGE	1470	560	ch=1674
cooljeanius/gawk	DIVERGE	1415	668	ch=1587
EmeraldMiningCo/Ebits	DIVERGE	1345	686	ch=1551
chosen1/SniffDet	DIVERGE	1623	658	ch=1887
Distrotech/libgweather	DIVERGE	935	538	ch=1137
crystalsnetworkdev/pq-crystals	DIVERGE	1507	841	ch=1852
awgn/brute	DIVERGE	574	518	ch=884
abc100m/libzdbcpp	DIVERGE	1245	648	ch=1503
herczy/tinu	DIVERGE	860	516	ch=1042
ASPLes/libaxl	DIVERGE	891	528	ch=1079
hyperair/fptree	DIVERGE	893	482	ch=1055
aportelli/LatAnalyze	DIVERGE	943	505	ch=1106
gszura/wx-nfp	DIVERGE	849	515	ch=1086
archiecobbs/libnbcompat	DIVERGE	1911	883	ch=2428
giltirn/HPCortex	DIVERGE	857	504	ch=1025
formorer/pkg-keepalived	DIVERGE	896	553	ch=1057
cooljeanius/magicseteditor	DIVERGE	5262	560	ch=5446
Expensify/mk_livestatus	DIVERGE	820	517	ch=1005
GaloisInc/gghlite-flint	DIVERGE	837	519	ch=1012
Firstyear/ds_rust	DIVERGE	915	531	ch=1064
ffromani/vmon	DIVERGE	863	530	ch=1035
ElvishArtisan/lwcore	DIVERGE	835	530	ch=1013
cprados/towitoko-linux	DIVERGE	782	519	ch=1021
Dansguardian/dansguardian	DIVERGE	830	520	ch=1016
cooljeanius/mdnsd	DIVERGE	1243	718	ch=1457
bitzeppelin/linphone-sdk	DIVERGE	1091	644	ch=1209
demorest/mark5access	DIVERGE	956	527	ch=1119
elima/gjs-commonjs	DIVERGE	883	528	ch=1057
endocode/connman	DIVERGE	6051	1403	ch=6916
cisco/libamvp	DIVERGE	883	516	ch=1061
cstrope/indel-seq-gen	DIVERGE	747	518	ch=995
compiz-reloaded/compiz-bcop	DIVERGE	878	516	ch=1042
CLowcay/wayland-terminal	DIVERGE	794	518	ch=980
cpichard/fission	DIVERGE	853	518	ch=1027
brimworks/zile	DIVERGE	951	726	ch=1279
cjcole/libgolle	DIVERGE	960	546	ch=1150
assaferan/omf5	DIVERGE	831	518	ch=1005
hezi/dosbox-x-gdb	DIVERGE	1021	646	ch=1089
a-sassmannshausen/guile-monads	DIVERGE	1438	755	ch=1823
bergundy/IOQueue	DIVERGE	849	519	ch=1028
BatchDrake/lfsrintruder	DIVERGE	837	520	ch=1011
blueness/fts-standalone	DIVERGE	961	496	ch=1139
anchor/filtergen	DIVERGE	1310	638	ch=1552
asnelt/rrep	DIVERGE	1951	512	ch=2131
abhaykadam/vm	DIVERGE	792	508	ch=1028
alk/malloc-trace-replay	DIVERGE	831	508	ch=1001
gordonjcp/nekostring	DIVERGE	817	520	ch=1001
gizero/autotools-skeleton	DIVERGE	793	517	ch=976
gvvaughan/slingshot	DIVERGE	1172	570	ch=1288
godsflaw/xor_toolkit	DIVERGE	625	517	ch=892
AegisEmu/AegisEmu	DIVERGE	872	520	ch=1050
CoachRun/boinc	DIVERGE	1121	579	ch=1310
HDFGroup/vol-log-based	DIVERGE	934	535	ch=1107
GerHobbelt/html2db	DIVERGE	859	520	ch=1039
fengy-research/UCNTracker	DIVERGE	839	525	ch=1022
gapcoin/gapcoin	DIVERGE	1067	643	ch=1292
ericherman/libfastset	DIVERGE	1705	716	ch=2019
eurovibes/mixmaster	DIVERGE	940	521	ch=1119
flux-framework/flux-security	DIVERGE	928	530	ch=1104
elmo2k3/libhagraph	DIVERGE	841	507	ch=1012
fractalcoin/fractalcoin	DIVERGE	1057	631	ch=1246
endlessm/eos-browser-tools	DIVERGE	784	519	ch=967
endlessm/xapian-bridge	DIVERGE	1722	734	ch=2066
elbandi/lighttpd	DIVERGE	760	521	ch=1005
endlessm/eos-shard	DIVERGE	1668	685	ch=2003
dterweij/ndjbdns	DIVERGE	2115	1166	ch=2657
dkosmari/gtk-sfml	DIVERGE	1296	591	ch=1501
descent/d2x	DIVERGE	995	625	ch=1240
dividendcash/DividendCash	DIVERGE	1170	689	ch=1377
digitalocean/ovs	DIVERGE	6818	1725	ch=7535
equalitie/gnunet	DIVERGE	1007	527	ch=1192
detomon/json5	DIVERGE	816	520	ch=1002
davidgiven/libfirm	DIVERGE	906	512	ch=1072
delphix/nfs-utils	DIVERGE	940	536	ch=1108
datacratic/gperftools	DIVERGE	6782	1805	ch=7923
danos/pam_tacplus	DIVERGE	1426	656	ch=1710
cheshire-mouse/hexchat-indicator	DIVERGE	875	469	ch=1060
choeger/MetaModelica-autotools	DIVERGE	737	523	ch=976
christoph-cullmann/xblast	DIVERGE	1289	631	ch=1508
chad3814/libhid	DIVERGE	1033	561	ch=1196
CkNoSFeRaTU/pidgin	DIVERGE	1145	546	ch=1281
criort/libPRISM	DIVERGE	929	510	ch=1099
dahlem/lz-prediction	DIVERGE	1037	540	ch=1225
danos/frr	DIVERGE	6382	2043	ch=7793
bloomen/libunittest	DIVERGE	1259	684	ch=1599
BoldingBruggeman/netcdf3	DIVERGE	894	615	ch=1083
avr-aics-riken/234Compositor	DIVERGE	903	542	ch=1125
brianmcgillion/udev	DIVERGE	4553	1776	ch=5713
bitcoinbabys/flexinodes	DIVERGE	1168	690	ch=1378
carlos-lopez-garces/mapnik	DIVERGE	956	529	ch=1137
ArcticaProject/libpam-x2go	DIVERGE	900	521	ch=1077
ant9000/libsigrok	DIVERGE	3906	913	ch=4437
affix/MSNC	DIVERGE	584	521	ch=907
ahupowerdns/setgrouper	DIVERGE	898	489	ch=1057
alexmarsev/soundtouch	DIVERGE	997	533	ch=1168
hnwfs/lighttpd-plus	DIVERGE	788	521	ch=1031
gucong/robotxq	DIVERGE	797	517	ch=980
adjacentlink/emane-layer-dlep	DIVERGE	895	536	ch=1071
bert/geda-gaf	DIVERGE	1012	543	ch=1205
gramseyer/hotstuff	DIVERGE	1813	834	ch=2237
315234/lyx-retina	DIVERGE	1067	556	ch=1221
GroovIM/transport	DIVERGE	782	521	ch=969
geofft/sbuild	DIVERGE	899	531	ch=1074
giuseppe/containers-dedup	DIVERGE	1005	553	ch=1190
gbonacini/trollfs	DIVERGE	817	520	ch=995
gderosa/dansguardian	DIVERGE	831	520	ch=1017
flatpak/ppa-xdg-desktop-portal	DIVERGE	5337	944	ch=5709
hongyi-zhao/lyx	DIVERGE	1066	550	ch=1222
ganesh503/Asus-Aura	DIVERGE	804	485	ch=965
GalliumOS/xfce4-session	DIVERGE	995	523	ch=1184
cwi-dis/ambulant	DIVERGE	1021	525	ch=1182
flux-framework/flux-pmix	DIVERGE	938	528	ch=1112
farsightsec/dnstable-convert	DIVERGE	1410	706	ch=1762
fengye/swfdec	DIVERGE	715	525	ch=984
esden/sigrok	DIVERGE	850	518	ch=1028
firecore/libudfread	DIVERGE	1034	557	ch=1249
eastzone/snmp	DIVERGE	941	520	ch=1171
EmilGedda/Leonardo	DIVERGE	803	519	ch=984
elmo2k3/had	DIVERGE	1025	517	ch=1212
farsightsec/sie-nmsg	DIVERGE	1519	733	ch=1894
firecore/libbluray	DIVERGE	2877	1022	ch=3481
droogie/bluez-fuzzer	DIVERGE	12908	2219	ch=14473
eantcal/miptknzr	DIVERGE	821	520	ch=1001
epfl-dias/shore-mt	DIVERGE	1191	530	ch=1371
dmp0x7c5/gobexfuse	DIVERGE	2064	791	ch=2449
Distrotech/libmad	DIVERGE	1088	607	ch=1315
Distrotech/madplay	DIVERGE	1183	698	ch=1533
Distrotech/celt	DIVERGE	884	511	ch=1055
davelambert/guile-pcap	DIVERGE	680	480	ch=918
derino/schencon	DIVERGE	832	520	ch=1008
diixo/dbus	DIVERGE	1254	528	ch=1428
devernay/glm	DIVERGE	869	520	ch=1047
daghovland/clp	DIVERGE	1156	581	ch=1361
CZ-NIC/fred-db	DIVERGE	730	463	ch=875
CookieAvenger/Tiny-Manga-Downloader	DIVERGE	941	491	ch=1110
ddarriba/pll-modules	DIVERGE	853	521	ch=1032
cpputest/cpputest_simulated_gmock	DIVERGE	1379	663	ch=1716
coin-or/OS	DIVERGE	843	544	ch=1135
digitalocean/libguestfs	DIVERGE	3162	964	ch=3252
BIC-MNI/bicpl	DIVERGE	1044	529	ch=1225
Chipmaster/kirk	DIVERGE	792	520	ch=976
bulislaw/obexd-eds	DIVERGE	1344	552	ch=1526
dkosmari/libwupsxx	DIVERGE	1279	567	ch=1476
bradenmcd/uri-grammar	DIVERGE	784	520	ch=966
cnDelbert/libtiff	DIVERGE	1039	552	ch=1191
Certseeds/graphicsmagick	DIVERGE	11660	3319	ch=13631
cculianu/secp256k1	DIVERGE	1820	885	ch=2333
avr-aics-riken/JHPCN-DF	DIVERGE	939	556	ch=1135
bsc-pm/tasycl	DIVERGE	1102	491	ch=1275
avr-aics-riken/Polylib4	DIVERGE	937	543	ch=1160
bbc/bbcat-control	DIVERGE	1046	550	ch=1216
avr-aics-riken/CIOlib	DIVERGE	930	556	ch=1154
ArcticaProject/lightdm-remote-session-arctica	DIVERGE	1003	551	ch=1136
assen-totin/mate-applet-streamer	DIVERGE	934	544	ch=1138
Ashod/garli	DIVERGE	851	526	ch=1031
cciechad/brlcad	DIVERGE	1141	860	ch=1235
alito/smallpotato	DIVERGE	1020	579	ch=1229
arki55/fuse-fuse	DIVERGE	4052	923	ch=4227
ifwe/ucarp	DIVERGE	648	520	ch=946
aadel112/libBlondie	DIVERGE	775	517	ch=956
ansisatteka/ovs-ipsec	DIVERGE	7502	1875	ch=8111
drewc/guix	DIVERGE	3408	1303	ch=4159
andestech/nds-openocd	DIVERGE	6369	623	ch=6552
ADVANTECH-Corp/WiseSnail	DIVERGE	805	518	ch=1013
iainlane/mo	DIVERGE	1281	616	ch=1503
hunter-packages/libmicrohttpd	DIVERGE	1033	571	ch=1172
guillemj/xfstt	DIVERGE	853	519	ch=1036
gpac-buildbot/libmad	DIVERGE	821	607	ch=1122
Hi-Angel/faux	DIVERGE	1949	506	ch=2097
greatergoodguy/Game_Tech_Assignment1	DIVERGE	732	492	ch=946
hexhex/mergingplugin	DIVERGE	990	538	ch=1174
gitGNU/gnu_sipwitch	DIVERGE	966	533	ch=1123
gass/dbpc-test	DIVERGE	1369	599	ch=1580
genome-vendor/gmap-gsnap	DIVERGE	662	526	ch=936
GiterMirror/mpg123	DIVERGE	1123	527	ch=1306
gitGNU/gnu_ccd2cue	DIVERGE	1117	588	ch=1301
fmrico/libpng16	DIVERGE	2322	1070	ch=2750
flatcar/sysroot-wrappers	DIVERGE	806	519	ch=991
gigaflow-vswitch/gvs	DIVERGE	7441	2154	ch=8045
fossci/libgcrypt	DIVERGE	1046	567	ch=1207
FuangCao/cavan	DIVERGE	824	522	ch=1010
exo/tvm-rcx	DIVERGE	800	511	ch=939
fancybits/libdvbpsi	DIVERGE	934	531	ch=1093
fandangos/libbluray	DIVERGE	2899	1039	ch=3522
esrf-bliss/CCfits	DIVERGE	928	809	ch=1467
flboudet/flobz	DIVERGE	1098	600	ch=1250
Emulators-Salvacam/openjazz	DIVERGE	1408	553	ch=1635
dupgit/fcl	DIVERGE	874	510	ch=1046
fairflow/espeak-ng-pt-br	DIVERGE	3749	1394	ch=3777
ekpyron/oclp	DIVERGE	891	506	ch=1057
endlessm/gnome-user-docs	DIVERGE	769	517	ch=950
erikarn/libevent-adrian	DIVERGE	2894	1061	ch=3505
ahjragaas/inetutils	DIVERGE	3127	582	ch=3289
Distrotech/libcaca	DIVERGE	930	532	ch=1134
Distrotech/libjpeg-turbo	DIVERGE	2707	1170	ch=3257
Dr-Shadow/netsoul-purple	DIVERGE	866	530	ch=1042
Distrotech/sharutils	DIVERGE	1681	520	ch=1899
ESiWACE/esdm-netcdf-4.6.2-old	DIVERGE	1252	590	ch=1394
Distrotech/gtkimageview	DIVERGE	665	507	ch=912
deepin-community/motif	DIVERGE	867	523	ch=1048
Distrotech/gdbm	DIVERGE	835	529	ch=1064
deepin-community/libtextwrap	DIVERGE	722	533	ch=993
digitalocean/hivex	DIVERGE	1715	528	ch=1885
DanielO/codec2	DIVERGE	709	523	ch=980
daveyc/gawk_zos	DIVERGE	1323	643	ch=1468
CS198NDSGChanBrianJoe/html5rdp	DIVERGE	796	523	ch=1035
dankamongmen/babl	DIVERGE	932	527	ch=1105
CyanogenMod/android_external_protobuf-c	DIVERGE	857	519	ch=1024
boxbackup/boxi	NO_REFERENCE
cooljeanius/pkg-config	DIVERGE	1201	591	ch=1396
cooljeanius/docbook-utils-0.6.14	DIVERGE	814	508	ch=990
cooljeanius/gcab	DIVERGE	1662	712	ch=1922
cooljeanius/gcml2-0.7.1	DIVERGE	1025	604	ch=1189
Distrotech/flac	DIVERGE	931	524	ch=1107
crystax/android-vendor-gnu-tar	DIVERGE	1813	545	ch=1992
commiyou/iniparser	DIVERGE	850	491	ch=1059
CESARBR/knot-network-nrf24	DIVERGE	1059	511	ch=1236
chaupal/jxta-c	DIVERGE	909	515	ch=1078
ajnelson/geoproc	DIVERGE	873	518	ch=1035
CryptVenture/BitMoneyV2	DIVERGE	1177	672	ch=1361
bkearney/augeas	DIVERGE	3035	544	ch=3217
BunsenLabs/plank	DIVERGE	1016	566	ch=1172
bjoernvoss/RNAHeliCes	DIVERGE	744	520	ch=978
BioND/myrng	DIVERGE	956	586	ch=1254
cfra/quagga-testing	DIVERGE	923	523	ch=1104
cannabisday/ovs-tsn	DIVERGE	7521	2159	ch=8162
bsc-pm/sonar	DIVERGE	1177	502	ch=1361
benvanik/gflags	DIVERGE	1856	867	ch=2253
arcalex/racktk	DIVERGE	763	517	ch=944
bbidulock/xde-sounds	DIVERGE	881	579	ch=978
COMSYS/tor4iot-tor	DIVERGE	13678	859	ch=13893
arbor/gzsig	DIVERGE	926	516	ch=1104
alliedtelesis/apteryx-rest	DIVERGE	1005	530	ch=1169
bindle/rackgnome	DIVERGE	2224	791	ch=2581
araisrobo/libwosi	DIVERGE	905	506	ch=1073
AndyA/rfile	DIVERGE	1120	623	ch=1327
idosch/ethtool	DIVERGE	4285	709	ch=4646
acidburn0zzz/spice-xpi	DIVERGE	864	520	ch=1046
alanjaouen/compilateur-cpp	DIVERGE	3909	809	ch=4278
BrandRegard/gnash	DIVERGE	2364	608	ch=2504
IBM/corosync-qdisk	DIVERGE	1273	575	ch=1470
Albinlk/OpenThread	DIVERGE	1112	541	ch=1305
ahmedammar/platform_external_gst_gstreamer	DIVERGE	1468	614	ch=1610
iagorubio/cssed-vte-plugin	DIVERGE	813	519	ch=996
huleyv/iperf2	DIVERGE	1178	683	ch=1523
iagorubio/gnome-search-tool	DIVERGE	874	519	ch=1051
hollowiette/xrdp	DIVERGE	911	532	ch=1101
hiha-lang/hiha	DIVERGE	3995	1029	ch=4438
IanSav/enigma2-Beyonwiz	DIVERGE	1029	613	ch=1290
heliocastro/gpgme	DIVERGE	1059	565	ch=1216
hpc/cce-mpi-openmpi-1.4.4	DIVERGE	1429	523	ch=1690
iamashwin99/octopus-debian-package	DIVERGE	1011	559	ch=1164
hanya/aobook-haiku	DIVERGE	769	519	ch=958
aissammouche/bitextor	DIVERGE	1173	898	ch=1309
hamonikr-root/mate-screensaver	DIVERGE	945	525	ch=1158
hamonikr-root/fontconfig	DIVERGE	1052	603	ch=1197
grgbr/haveged	DIVERGE	900	553	ch=1089
haegrr/reprepro	DIVERGE	1272	675	ch=1549
hdoddikindi/fstrm	DIVERGE	2029	849	ch=2484
haegrr/testtool	DIVERGE	800	492	ch=952
greg-kennedy/BridgeMail	DIVERGE	828	488	ch=988
gvallee/c_hello_world	DIVERGE	836	520	ch=1012
cpaasch/wireshark	DIVERGE	4413	2206	ch=5929
GodshadowLQH/usbview	DIVERGE	807	517	ch=990
gitpan/libnf	DIVERGE	807	521	ch=1016
gitGNU/gnu_rpge	DIVERGE	1118	521	ch=1329
hhool/nut	DIVERGE	1582	836	ch=1652
gitGNU/gnu_scambio	DIVERGE	865	519	ch=1028
gnu-mirror-unofficial/commoncpp	DIVERGE	1139	605	ch=1330
gitGNU/gnu_lash	DIVERGE	974	533	ch=1135
hallyn/upstart	DIVERGE	876	521	ch=1055
gitGNU/gnu_foliot	DIVERGE	1065	533	ch=1212
gnaservicesinc/Challenge4Access	DIVERGE	787	517	ch=968
giellalt/template-shared-und	DIVERGE	822	507	ch=993
giellalt/keyboard-olo	DIVERGE	689	524	ch=767
geoffjay/libgnt	DIVERGE	935	509	ch=1104
Geballin/PgBrowse	DIVERGE	1438	493	ch=1581
gajgeospatial/libpng-1.6.40	DIVERGE	2433	1070	ch=2861
genesi/gnome-terminal	DIVERGE	877	524	ch=1107
freedesktop-unofficial-mirror/gstreamer-sdk__dbus	DIVERGE	1021	535	ch=1230
fremantle-gtk2/osso-applet-screencalibration	DIVERGE	807	518	ch=991
Gahznt/otserver_source	DIVERGE	805	570	ch=1119
Freeaqingme/libvmod-oauth	DIVERGE	908	516	ch=1088
fredowski/ssw	DIVERGE	1617	696	ch=1889
ftynse/ppcg-fb	DIVERGE	1971	974	ch=2533
gcp/opusfile	DIVERGE	1267	632	ch=1471
flyinghead/ircd-hybrid	DIVERGE	856	524	ch=1032
freedesktop-unofficial-mirror/dbus__dbus-qt3	DIVERGE	1086	571	ch=1309
flyfeifan/myHtop	DIVERGE	2332	569	ch=2525
fork4jl/mpfr	DIVERGE	984	600	ch=1204
ghani-1977/enigma2-openpli-sh4-2	DIVERGE	1034	601	ch=1283
A-Kyle/GrADS-CJK	DIVERGE	917	573	ch=1082
felix-001/tstool	DIVERGE	362	519	ch=761
FinTP/fintp_payloadevaluators	DIVERGE	1192	608	ch=1446
flux-framework/flux-foundry	DIVERGE	925	505	ch=1082
fangq/medit	DIVERGE	972	559	ch=1173
fan31415/bbq_new	DIVERGE	805	524	ch=1007
EvaisaDev/libwebsock	DIVERGE	825	518	ch=999
esy-packages/esy-automake	DIVERGE	4207	464	ch=4323
ep-infosec/33_apache_duo_unix	DIVERGE	894	528	ch=1088
enba94yf/binutils-2.42	DIVERGE	2163	1393	ch=2774
GeGuNa/trafficserver	DIVERGE	1667	806	ch=1929
epeec/TAGASPI	DIVERGE	1141	509	ch=1320
